Ticker,Name,Exchange,CategoryName,CategoryNumber,
MITK,"Mitek Systems, Inc.",NCM,Application Software,821,
SNCR,"Synchronoss Technologies, Inc.",NMS,Application Software,821,
UPLD,"Upland Software, Inc.",NGM,Application Software,821,
ACTA,Actua Corporation,NMS,Application Software,821,
GOMO,Sungy Mobile Limited,NGM,Application Software,821,
CTRX,Catamaran Corporation,NMS,Application Software,821,
GLSO,GlassesOff Inc.,OBB,Application Software,821,
MOBL,"MobileIron, Inc.",NMS,Application Software,821,
EXA,Exa Corporation,NGM,Application Software,821,
STMP,Stamps.com Inc.,NMS,Application Software,821,
DTSI,DTS Inc.,NMS,Application Software,821,
WNYN,"Warp 9, Inc.",PNK,Application Software,821,
SWI,"SolarWinds, Inc.",NYQ,Application Software,821,
AGYS,Agilysys Inc.,NMS,Application Software,821,
SYNA,Synaptics Inc.,NMS,Application Software,821,
GSB,"GlobalSCAPE, Inc.",ASE,Application Software,821,
MOBI,Sky-mobi Limited,NGM,Application Software,821,
ZEN,"Zendesk, Inc.",NYQ,Application Software,821,
MUSS,"Multi Solutions II, Inc.",PNK,Application Software,821,
BLIN,"Bridgeline Digital, Inc.",NCM,Application Software,821,
AMSWA,"American Software, Inc.",NMS,Application Software,821,
GUID,"Guidance Software, Inc.",NGM,Application Software,821,
CATI,Clone Algo Technologies Inc.,OBB,Application Software,821,
SAP,SAP SE,NYQ,Application Software,821,
EIGI,"Endurance International Group Holdings, Inc.",NMS,Application Software,821,
RNG,"RingCentral, Inc.",NYQ,Application Software,821,
MGIC,Magic Software Enterprises Ltd.,NMS,Application Software,821,
MODN,"Model N, Inc.",NYQ,Application Software,821,
SRNA,Surna Inc.,PNK,Application Software,821,
SAAX,Nouveau Ventures Inc.,PNK,Application Software,821,
CVLT,"CommVault Systems, Inc.",NMS,Application Software,821,
TYPE,Monotype Imaging Holdings Inc.,NMS,Application Software,821,
ADVS,"Advent Software, Inc.",NMS,Application Software,821,
FLTX,Fleetmatics Group PLC,NYQ,Application Software,821,
SLH,Solera Holdings Inc.,NYQ,Application Software,821,
EOPN,"E2open, Inc.",NGM,Application Software,821,
PRGS,Progress Software Corporation,NMS,Application Software,821,
EFUT,e-Future Information Technology Inc.,NCM,Application Software,821,
CVT,"Cvent, Inc.",NYQ,Application Software,821,
PCTY,Paylocity Holding Corporation,NMS,Application Software,821,
COVS,Covisint Corporation,NMS,Application Software,821,
CSOD,"Cornerstone OnDemand, Inc.",NMS,Application Software,821,
MEDL,"MEDL Mobile Holdings, Inc.",PNK,Application Software,821,
ANSS,"Ansys, Inc.",NMS,Application Software,821,
AMAP,AutoNavi Holdings Limited,NMS,Application Software,821,
LOCK,"LifeLock, Inc.",NYQ,Application Software,821,
FNJN,"Finjan Holdings, Inc.",NCM,Application Software,821,
BCOV,"Brightcove, Inc.",NMS,Application Software,821,
PRLS,Peerless Systems Corp.,NCM,Application Software,821,
MDRX,"Allscripts Healthcare Solutions, Inc.",NMS,Application Software,821,
ATEA,Astea International Inc.,NCM,Application Software,821,
SPSC,"SPS Commerce, Inc.",NMS,Application Software,821,
VSMR,Verify Smart Corp.,PNK,Application Software,821,
BV,"Bazaarvoice, Inc.",NMS,Application Software,821,
PLUS,ePlus inc.,NMS,Application Software,821,
MDSY,BluePhoenix Solutions Ltd.,NGM,Application Software,821,
ISNS,"Image Sensing Systems, Inc.",NCM,Application Software,821,
MKTO,"Marketo, Inc.",NMS,Application Software,821,
CDNS,Cadence Design Systems Inc.,NMS,Application Software,821,
NSIT,Insight Enterprises Inc.,NMS,Application Software,821,
CNIT,"China Information Technology, Inc.",NMS,Application Software,821,
EGOV,NIC Inc.,NMS,Application Software,821,
AWRE,"Aware, Inc.",NGM,Application Software,821,
ZIXI,Zix Corporation,NMS,Application Software,821,
OTEX,Open Text Corporation,NMS,Application Software,821,
NQ,NQ Mobile Inc.,NYQ,Application Software,821,
CPWR,Compuware Corporation,NMS,Application Software,821,
FEYE,"FireEye, Inc.",NMS,Application Software,821,
TIGR,TigerLogic Corporation,NCM,Application Software,821,
SAAS,"inContact, Inc.",NCM,Application Software,821,
AVG,AVG Technologies N.V.,NYQ,Application Software,821,
QLYS,"Qualys, Inc.",NMS,Application Software,821,
MANH,"Manhattan Associates, Inc.",NMS,Application Software,821,
MSTR,MicroStrategy Inc.,NMS,Application Software,821,
APPO,"AlphaPoint Technology, Inc.",PNK,Application Software,821,
NUAN,"Nuance Communications, Inc.",NMS,Application Software,821,
LYRI,"Lyris, Inc.",PNK,Application Software,821,
AVOI,"Advanced Voice Recognition Systems, Inc.",PNK,Application Software,821,
WDDD,Worlds Inc.,PNK,Application Software,821,
PFPT,"Proofpoint, Inc.",NGM,Application Software,821,
TSYS,TeleCommunication Systems Inc.,NMS,Application Software,821,
MTLS,Materialise NV,NMS,Application Software,821,
SEAC,SeaChange International Inc.,NMS,Application Software,821,
NTWK,"NetSol Technologies, Inc.",NCM,Application Software,821,
RUBI,"the Rubicon Project, Inc.",NYQ,Application Software,821,
RHT,"Red Hat, Inc.",NYQ,Application Software,821,
MSCI,MSCI Inc.,NYQ,Application Software,821,
ECOM,ChannelAdvisor Corporation,NYQ,Application Software,821,
MRIN,Marin Software Incorporated,NYQ,Application Software,821,
CSLT,"Castlight Health, Inc.",NYQ,Application Software,821,
LIQD,"Liquid Holdings Group, Inc.",NGM,Application Software,821,
SMSI,Smith Micro Software Inc.,NMS,Application Software,821,
HUBS,"HubSpot, Inc.",NYQ,Application Software,821,
AMBR,"Amber Road, Inc.",NYQ,Application Software,821,
STV,"China Digital TV Holding Co., Ltd.",NYQ,Application Software,821,
KEYW,The KEYW Holding Corporation,NMS,Application Software,821,
TWOU,"2U, Inc.",NMS,Application Software,821,
OHGI,"One Horizon Group, Inc.",NCM,Application Software,821,
RST,"Rosetta Stone, Inc.",NYQ,Application Software,821,
XNET,Xunlei Limited,NMS,Application Software,821,
EAHC,Explore Anywhere Holding Corp.,PNK,Application Software,821,
BSFT,"BroadSoft, Inc.",NMS,Application Software,821,
SPLK,"Splunk, Inc.",NMS,Application Software,821,
EPAZ,Epazz Inc.,PNK,Application Software,821,
IDN,"Intellicheck Mobilisa, Inc.",ASE,Application Software,821,
VMCI,"iMedicor, Inc.",PNK,Application Software,821,
JNGW,Jingwei International Limited,PNK,Application Software,821,
VCSY,Vertical Computer Systems Inc.,PNK,Application Software,821,
ARIS,ARI Network Services Inc.,NCM,Application Software,821,
PAR,PAR Technology Corporation,NYQ,Application Software,821,
LXFT,"Luxoft Holding, Inc.",NYQ,Application Software,821,
ADBE,Adobe Systems Inc.,NMS,Application Software,821,
DAEG,Daegis Inc.,NCM,Application Software,821,
WDAY,"Workday, Inc.",NYQ,Application Software,821,
LOGM,"LogMeIn, Inc.",NMS,Application Software,821,
YDLE,"Yodlee, Inc.",NMS,Application Software,821,
XCLL,XcelMobility Inc.,PNK,Application Software,821,
INTU,Intuit Inc.,NMS,Application Software,821,
DPSI,"Decisionpoint Systems, Inc.",OBB,Application Software,821,
PAYC,"Paycom Software, Inc.",NYQ,Application Software,821,
M6O.F,BOLSAS Y MERCADOS,FRA,Asset Management,422,
BK,The Bank of New York Mellon Corporation,NYQ,Asset Management,422,
JAN.DU,JAPAN ASIA INVT,DUS,Asset Management,422,
4WM.DE,World Markets AG,GER,Asset Management,422,
MCGC,MCG Capital Corporation,NMS,Asset Management,422,
FIG,Fortress Investment Group LLC,NYQ,Asset Management,422,
IHJ.MU,VZ HOLDING N,MUN,Asset Management,422,
WILLAMAGO.NS,Williamson Magor & Co. Limited,NSI,Asset Management,422,
M3B.BE,MIC,BER,Asset Management,422,
WHG,Westwood Holdings Group Inc.,NYQ,Asset Management,422,
AWN.AX,Arowana International Limited,ASX,Asset Management,422,
XEK.MU,FORTRESS INVEST-A,MUN,Asset Management,422,
XYM.TO,Star Portfolio Corp.,TOR,Asset Management,422,
WETF,"WisdomTree Investments, Inc.",NMS,Asset Management,422,
L1O.SG,LLOYD FONDS,STU,Asset Management,422,
AHA.AX,AG Financial Ltd,ASX,Asset Management,422,
ZOF.MU,SBI HOLDINGS,MUN,Asset Management,422,
KRD.F,KARDAN NV,FRA,Asset Management,422,
1036.HK,VANKE PPT OVS,HKG,Asset Management,422,
VRTS,"Virtus Investment Partners, Inc.",NMS,Asset Management,422,
ACAS,"American Capital, Ltd.",NMS,Asset Management,422,
BRW.L,Brewin Dolphin Holdings plc,LSE,Asset Management,422,
OSWALAG.BO,Oswal Agro Mills Ltd.,,Asset Management,422,
VLR-H.V,Valor Ventures Inc.,VAN,Asset Management,422,
WCM-B.TO,Wilmington Capital Management Inc.,TOR,Asset Management,422,
AQU.AX,Aquaint Capital Holdings Limited,ASX,Asset Management,422,
FII,"Federated Investors, Inc.",NYQ,Asset Management,422,
FNGN,"Financial Engines, Inc.",NMS,Asset Management,422,
GAE.V,Greenangel Energy Corp.,VAN,Asset Management,422,
0222.HK,Min Xin Holdings Ltd.,HKG,Asset Management,422,
CG,The Carlyle Group LP,NMS,Asset Management,422,
MCX.NS,Multi Commodity Exchange of India Limited,NSI,Asset Management,422,
MC,Moelis & Company,NYQ,Asset Management,422,
VTLN.F,VONTOBEL HLDG N,FRA,Asset Management,422,
WP.V,Western Pacific Trust Co.,VAN,Asset Management,422,
HDJ0.MU,HENDERSON GROUP,MUN,Asset Management,422,
AB,AllianceBernstein Holding L.P.,NYQ,Asset Management,422,
A50.SI,Rowsley Ltd.,SES,Asset Management,422,
MGP.AX,Managed Accounts Holdings Limited,ASX,Asset Management,422,
GLJ.DU,GRENKELEASING,DUS,Asset Management,422,
QVE.AX,QV Equities Limited,ASX,Asset Management,422,
MA1.F,MAX21 MGT U. BET,FRA,Asset Management,422,
VOYA,"Voya Financial, Inc.",NYQ,Asset Management,422,
0535.HK,Gemdale Properties and Investment Corporation Limited,HKG,Asset Management,422,
ZCT1.SG,ZIMTU CAPITAL,STU,Asset Management,422,
1140.HK,OP FIN INV,HKG,Asset Management,422,
CNS,Cohen & Steers Inc.,NYQ,Asset Management,422,
PGC.NZ,Pyne Gould Corporation Limited,NZE,Asset Management,422,
BLK,"BlackRock, Inc.",NYQ,Asset Management,422,
HNNA,"Hennessy Advisors, Inc.",NCM,Asset Management,422,
K01.SI,K1 Ventures Limited,SES,Asset Management,422,
OAK,"Oaktree Capital Group, LLC",NYQ,Asset Management,422,
KKR,KKR & Co. L.P.,NYQ,Asset Management,422,
M.V,Mosaic Capital Corporation,VAN,Asset Management,422,
0111.HK,Cinda International Holdings Limited,HKG,Asset Management,422,
IV6B.DU,KINNEVIK INV. -B-,DUS,Asset Management,422,
GS.TO,"Gluskin Sheff + Associates, Inc.",TOR,Asset Management,422,
SMCG,Millennium Investment & Acquisition Company Inc,PNK,Asset Management,422,
XEK.SG,FORTRESS INVEST-A,STU,Asset Management,422,
ASA,ASA Gold and Precious Metals Limited,NYQ,Asset Management,422,
XEK.F,FORTRESS INVEST-A,FRA,Asset Management,422,
ARES,"Ares Management, L.P.",NYQ,Asset Management,422,
TCI.V,Target Capital Inc.,VAN,Asset Management,422,
0026.HK,"China Motor Bus Company, Limited",HKG,Asset Management,422,
XS3A.F,TANFIELD GRP,FRA,Asset Management,422,
0068.HK,Lee Hing Development Limited,HKG,Asset Management,422,
LAZ,Lazard Ltd.,NYQ,Asset Management,422,
INVP.L,Investec plc,LSE,Asset Management,422,
CET,Central Securities Corp.,ASE,Asset Management,422,
SDR.L,Schroders plc,LSE,Asset Management,422,
FSZ.TO,Fiera Capital Corporation,TOR,Asset Management,422,
ZCT1.F,ZIMTU CAPITAL,FRA,Asset Management,422,
8088.HK,CROSBY CAPITAL,HKG,Asset Management,422,
HDJ0.F,HENDERSON GROUP,FRA,Asset Management,422,
IFL.AX,IOOF Holdings Limited,ASX,Asset Management,422,
1168.HK,Sinolink Worldwide Holdings Ltd.,HKG,Asset Management,422,
SGE.V,Strategem Capital Corp.,VAN,Asset Management,422,
KADVANI.BO,Atlanta Infrastructure and Finance Limited,BSE,Asset Management,422,
BX,The Blackstone Group L.P.,NYQ,Asset Management,422,
B8A.SG,BAVARIA INDUSTR,STU,Asset Management,422,
SEIC,SEI Investments Co.,NMS,Asset Management,422,
GBL,"GAMCO Investors, Inc.",NYQ,Asset Management,422,
0095.HK,LVGEM CHINA,HKG,Asset Management,422,
MBB.DE,MBB Industries AG,GER,Asset Management,422,
0433.HK,North Mining Shares Company Limited,HKG,Asset Management,422,
DHIL,Diamond Hill Investment Group Inc.,NMS,Asset Management,422,
LAQ.V,La Quinta Resources Corp.,VAN,Asset Management,422,
BN9.DU,BANK OF NY MELLON,DUS,Asset Management,422,
GCP.L,GCP Infrastructure Investments Ltd.,LSE,Asset Management,422,
NFX.V,NexGen Financial Corporation,VAN,Asset Management,422,
AMG,Affiliated Managers Group Inc.,NYQ,Asset Management,422,
0191.HK,Lai Sun Garment (International) Limited,HKG,Asset Management,422,
MERR,"Merriman Holdings, Inc.",PNK,Asset Management,422,
STT,State Street Corporation,NYQ,Asset Management,422,
NOAH,Noah Holdings Limited,NYQ,Asset Management,422,
ASX.AX,ASX Limited,ASX,Asset Management,422,
WCM-A.TO,Wilmington Capital Management Inc.,TOR,Asset Management,422,
INNO,"Innocap, Inc.",PNK,Asset Management,422,
1383.HK,SUNCENTURY GP,HKG,Asset Management,422,
TCN.TO,Tricon Capital Group Inc.,TOR,Asset Management,422,
DC-PB.TO,Dundee Corporation,TOR,Asset Management,422,
SOFR.PA,Societe Francaise de Gestion et d'Investissement,PAR,Asset Management,422,
RE7.SG,REMGRO,STU,Asset Management,422,
S68.SI,Singapore Exchange Limited,SES,Asset Management,422,
AMP,"Ameriprise Financial, Inc.",NYQ,Asset Management,422,
XA6.BE,DIVERSA,BER,Asset Management,422,
PZN,"Pzena Investment Management, Inc",NYQ,Asset Management,422,
RCP.L,RIT Capital Partners plc,LSE,Asset Management,422,
ECPG,"Encore Capital Group, Inc.",NMS,Asset Management,422,
APAM,Artisan Partners Asset Management Inc.,NYQ,Asset Management,422,
REXI,"Resource America, Inc.",NMS,Asset Management,422,
OZM,Och-Ziff Capital Management Group LLC,NYQ,Asset Management,422,
SOHL,Southern Trust Securities Holding Corporation,PNK,Asset Management,422,
CSWC,Capital Southwest Corporation,NMS,Asset Management,422,
IHJ.BE,VZ HOLDING N,BER,Asset Management,422,
RILY,"B. Riley Financial, Inc.",OBB,Asset Management,422,
PJR.SG,PIPER JAFFRAY,STU,Asset Management,422,
NFD-A.V,Northfield Capital Corp.,VAN,Asset Management,422,
TSL.BO,TSL Industries Limited,BSE,Asset Management,422,
HRZN,Horizon Technology Finance Corporation,NMS,Asset Management,422,
NNS.BE,NANOSTART,BER,Asset Management,422,
GLCH,"Gleacher & Company, Inc",PNK,Asset Management,422,
FRK.F,FRANKLIN RESOURCES,FRA,Asset Management,422,
L1O.DE,Lloyd Fonds AG,GER,Asset Management,422,
HDJ0.BE,HENDERSON GROUP,BER,Asset Management,422,
0766.HK,SINO PROSPER GP,HKG,Asset Management,422,
0356.HK,DT CAPITAL,HKG,Asset Management,422,
0352.HK,FORTUNE SUN,HKG,Asset Management,422,
VTLN.SG,VONTOBEL HLDG N,STU,Asset Management,422,
CLIG.L,City of London Investment Group PLC,LSE,Asset Management,422,
XA6.MU,DIVERSA,MUN,Asset Management,422,
BACT.L,BACIT Limited,LSE,Asset Management,422,
IV6B.MU,KINNEVIK INV. -B-,MUN,Asset Management,422,
JAF.BE,JAFCO,BER,Asset Management,422,
MN,"Manning & Napier, Inc.",NYQ,Asset Management,422,
0156.HK,Lippo China Resources Limited,HKG,Asset Management,422,
EV,Eaton Vance Corp.,NYQ,Asset Management,422,
NNS.SG,NANOSTART,STU,Asset Management,422,
QB7.DU,QUIRIN BANK,DUS,Asset Management,422,
0733.HK,HOPEFLUENT,HKG,Asset Management,422,
0171.HK,Silver Grant International Industries Limited,HKG,Asset Management,422,
DP.PA,"Institut R̩gional de D̩veloppement de la R̩gion Nord Pas-de-Calais
",PAR,Asset Management,422,
SCIN.L,Scottish Investment Trust Ord,LSE,Asset Management,422,
KSP-UN.TO,Kingsway Linked Return of Capital Trust,TOR,Asset Management,422,
VRNL.PA,Verneuil Participations,PAR,Asset Management,422,
SSI.V,Southern Sun Minerals Inc.,VAN,Asset Management,422,
LWDB.L,The Law Debenture Corporation plc,LSE,Asset Management,422,
0258.HK,TOMSON GROUP,HKG,Asset Management,422,
GLJ.DE,GrenkeLeasing AG,GER,Asset Management,422,
BN9.SG,BANK OF NY MELLON,STU,Asset Management,422,
0281.HK,Rivera Holdings Ltd.,HKG,Asset Management,422,
TPOG.L,Third Point Offshore Investors Limited,LSE,Asset Management,422,
IFIC.DU,EXOR,DUS,Asset Management,422,
FGF.V,Capital DGMC Inc.,VAN,Asset Management,422,
XA6.SG,Diversa Limited,STU,Asset Management,422,
ICOR,"InterCore, Inc.",PNK,Asset Management,422,
LSE.L,London Stock Exchange Group plc,LSE,Asset Management,422,
IUR.DU,KAP-BETEILIGUNGS,DUS,Asset Management,422,
LM,Legg Mason Inc.,NYQ,Asset Management,422,
WSFIN.BO,Wall Street Finance Ltd.,BSE,Asset Management,422,
ZOF.F,SBI HOLDINGS,FRA,Asset Management,422,
DC-A.TO,Dundee Corporation,TOR,Asset Management,422,
CVG.TO,Clairvest Group Inc.,TOR,Asset Management,422,
4WM.F,WORLD MARKETS,FRA,Asset Management,422,
IVZ,Invesco Ltd.,NYQ,Asset Management,422,
YBR.AX,Yellow Brick Road Holdings Limited,ASX,Asset Management,422,
M41.SI,Macquarie International Infrastructure Fund Limited,SES,Asset Management,422,
IAM.TO,Integrated Asset Management Corp.,TOR,Asset Management,422,
TROW,"T. Rowe Price Group, Inc.",NMS,Asset Management,422,
JAF.DU,JAFCO,DUS,Asset Management,422,
GIMB.BR,GIMV NV,BRU,Asset Management,422,
ZYA.F,STATE STREET,FRA,Asset Management,422,
CIX.TO,CI Financial Corp,TOR,Asset Management,422,
M3B.F,MIC,FRA,Asset Management,422,
RELCAPITAL.BO,Reliance Capital Limited,BSE,Asset Management,422,
FEE1.SG,FEEDBACK,STU,Asset Management,422,
RE7.F,REMGRO,FRA,Asset Management,422,
0806.HK,VALUE PARTNERS,HKG,Asset Management,422,
EVR,Evercore Partners Inc.,NYQ,Asset Management,422,
RAND,Rand Capital Corporation,NCM,Asset Management,422,
XS3A.SG,TANFIELD GRP,STU,Asset Management,422,
MLVES.PA,Vestasia Limited,PAR,Asset Management,422,
KBCA.BR,KBC Ancora SCA,BRU,Asset Management,422,
AGF-B.TO,AGF Management Limited,TOR,Asset Management,422,
BN9.MU,BANK OF NY MELLON,MUN,Asset Management,422,
L1OA.DE,Lloyd Fonds AG,GER,Asset Management,422,
RAF.AX,Raffles Capital Limited,ASX,Asset Management,422,
0172.HK,Goldbond Group Holdings Limited,HKG,Asset Management,422,
ZYA.SG,STATE STREET,STU,Asset Management,422,
SIHL.L,Symphony International Holdings Limited,LSE,Asset Management,422,
CIFC,CIFC Corp.,NCM,Asset Management,422,
0169.HK,Wanda Hotel Development Company Limited,HKG,Asset Management,422,
GROW,"U.S. Global Investors, Inc.",NCM,Asset Management,422,
CLMS,Calamos Asset Management Inc.,NMS,Asset Management,422,
URB-A.TO,Urbana Corp.,TOR,Asset Management,422,
AFI.AX,Australian Foundation Investment Company Limited,ASX,Asset Management,422,
0021.HK,Great China Properties Holdings Limited,HKG,Asset Management,422,
JAN.MU,JAPAN ASIA INVT,MUN,Asset Management,422,
GVHIB,"Global Vision Holdings, Inc.",PNK,Asset Management,422,
SFE,"Safeguard Scientifics, Inc.",NYQ,Asset Management,422,
XS3A.BE,TANFIELD GRP,BER,Asset Management,422,
WDR,"Waddell & Reed Financial, Inc.",NYQ,Asset Management,422,
LIO.L,Liontrust Asset Management Plc,LSE,Asset Management,422,
NTRS,Northern Trust Corporation,NMS,Asset Management,422,
VBDESAI.BO,V. B. Desai Financial Services Limited,BSE,Asset Management,422,
BEN,Franklin Resources Inc.,NYQ,Asset Management,422,
JUP.L,Jupiter Fund Management Plc,LSE,Asset Management,422,
QB7.BE,QUIRIN BANK,BER,Asset Management,422,
JNS,"Janus Capital Group, Inc.",NYQ,Asset Management,422,
HGG.L,Henderson Group plc,LSE,Asset Management,422,
0480.HK,HKR INT'L,HKG,Asset Management,422,
0768.HK,UBA INVESTMENTS,HKG,Asset Management,422,
FBRC,FBR & Co.,NMS,Asset Management,422,
0337.HK,GREENLAND HK,HKG,Asset Management,422,
AGOU.L,Ashmore Global Opportunities Ltd,LSE,Asset Management,422,
0318.HK,VONGROUP,HKG,Asset Management,422,
EAL.AX,E&A; Limited,ASX,Asset Management,422,
KBC.AX,KeyBridge Capital Limited,ASX,Asset Management,422,
CGF.AX,Challenger Limited,ASX,Asset Management,422,
GPI,Group 1 Automotive Inc.,NYQ,Auto Dealerships,744,
KMX,CarMax Inc.,NYQ,Auto Dealerships,744,
1828.HK,Dah Chong Hong Holdings Limited,HKG,Auto Dealerships,744,
SAH,Sonic Automotive Inc.,NYQ,Auto Dealerships,744,
XA4.BE,CARMAX,BER,Auto Dealerships,744,
LAS,Lentuo International Inc.,NYQ,Auto Dealerships,744,
ABG,"Asbury Automotive Group, Inc.",NYQ,Auto Dealerships,744,
CRMT,America's Car-Mart Inc.,NMS,Auto Dealerships,744,
0881.HK,ZHONGSHENG HLDG,HKG,Auto Dealerships,744,
RUSHB,"Rush Enterprises, Inc.",NMS,Auto Dealerships,744,
PDG.L,Pendragon PLC,LSE,Auto Dealerships,744,
AN,AutoNation Inc.,NYQ,Auto Dealerships,744,
IZO.SG,JD GROUP,STU,Auto Dealerships,744,
IZO.BE,JD GROUP,BER,Auto Dealerships,744,
CPRT,"Copart, Inc.",NMS,Auto Dealerships,744,
AUTCF,AutoChina International Ltd.,PNK,Auto Dealerships,744,
1728.HK,ZHENGTONGAUTO,HKG,Auto Dealerships,744,
ACQ.TO,AutoCanada Inc.,TOR,Auto Dealerships,744,
XA4.F,CARMAX,FRA,Auto Dealerships,744,
LAD,Lithia Motors Inc.,NYQ,Auto Dealerships,744,
T15.SI,Tan Chong International Ltd.,SES,Auto Dealerships,744,
PAG,"Penske Automotive Group, Inc.",NYQ,Auto Dealerships,744,
CALI,China Auto Logistic Inc.,NGM,Auto Dealerships,744,
AHE.AX,Automotive Holdings Group Limited,ASX,Auto Dealerships,744,
